,index,Route,Location,URL,Avg Stars,Your Stars,Route Type,Rating,Pitches,Length,Area Latitude,Area Longitude,Description
400,400,Tannhauser Gate,Deer Rock > Pennypack Park > Philly > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/117819536/tannhauser-gate,3.0,-1,Boulder,V2,1,,40.04762,-75.03718,"Begin standing with a left hand on the arête and a low right sidepull. Move up to a curved edge on the face. Slap up the arête and top out.If you can't reach the low right sidepull, you can use the lower right crimp on the face or stand start with only a left hand on the arête.Beta Video"
401,401,Milkweed,Insectarium Boulder > Pennypack Park > Philly > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/120166325/milkweed,2.0,-1,Boulder,V0-,1,,40.045,-75.02084,SDS matched on low shelf. Move up and left on side pull jugs. Top out with bomber jugs at the lip. Excellent warm up.
402,402,Caterpillar,Insectarium Boulder > Pennypack Park > Philly > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/120166855/caterpillar,1.0,-1,Boulder,V0,1,,40.045,-75.02084,"SDS with two crimps in the diagonal crack, climb straight up and top out."
403,403,Ovum,Insectarium Boulder > Pennypack Park > Philly > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/120166922/ovum,1.5,-1,Boulder,V1,1,,40.045,-75.02084,SDS with left crimp and right side pull. Move up on side pulls to a slopey top out.
404,404,Chrysalis,Insectarium Boulder > Pennypack Park > Philly > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/120166381/chrysalis,3.0,-1,Boulder,V1,1,,40.045,-75.02084,SDS with two side pulls under the bulge. Move up and right on side pulls and top out.
405,405,Monarch,Insectarium Boulder > Pennypack Park > Philly > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/120166360/monarch,3.0,-1,Boulder,V3,1,,40.045,-75.02084,Stand start with left under cling at chest-height and right sloper at head-height on the bulge. Move straight up on crimps and top out.
406,406,Project,Insectarium Boulder > Pennypack Park > Philly > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/120178159/project,3.0,-1,Boulder,V4-5,1,,40.045,-75.02084,SDS with right facing side pulls under the bulge (same start as Chrysalis). Move straight up and finish on Monarch.
407,407,Ten Thousand Feet Up Mega Traverse,Ten Thousand Feet Up Area > Lorimer Park > Philly > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/116365483/ten-thousand-feet-up-mega-traverse,2.5,-1,Boulder,V-easy,1,70.0,40.09945,-75.07102,"There are many ways to play on this wall but we do one very long traverse that keeps you low, eliminating the need for crash pads. This route begins V-easy and ends V-hard (but I usually climb with ropes so I'm not that familiar with bouldering grades. Open to suggestions.) Start standing on a coffee table size rock. Pretend you are standing on a ledge ten thousand feet up. Proceed through the easy Orangutan/Jungle Traverse, which is an excellent warm-up. Stem through the dihedral. Throw a calf up and around the corner and step up high to keep things easy or stay low around the corner for a challenge. Down-climb or stay low to continue traversing through some wide reaches until reaching another good resting spot. Breeze through a long easy section and then take a rest before the cave. Continue into the cave, being aware of the sharp boulder under your back. Climb up and out of the cave to the right, watching for loose blocks. Try to gain a comfortable stance and rest as if you are ten thousand feet up until you are ready to do it all in reverse!"
408,408,That High Start I Dont Know,Main Boulder > Lorimer Park > Philly > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/122821319/that-high-start-i-dont-know,2.0,-1,Boulder,V4,1,10.0,40.09729,-75.0742,Start on opposing somewhat positive side pulls  around head height under the end of the roof's prow. Use heels and some compression to climb up and right to the obvious finish jug/horn.J-1 in the PDF guide.
409,409,No Smoking,Temple University > Philly > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/116363700/no-smoking,1.0,-1,Boulder,V2 R,1,20.0,39.98146,-75.15594,shitty urban boulder problem
410,410,Surfer C Teen Confronts Fear,Haddington Woods > Cobbs Creek > Philly > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/116754901/surfer-c-teen-confronts-fear,1.0,-1,Boulder,V0-,1,,39.96536,-75.25338,"Start with the right arete and a high left side pull. Move up and right then top out.Beta VidFrom the main trail, walk down the hill towards the river. There will be a dam and some large flat rocks on the right. The boulders are to the right of the dam along the bank."
411,411,Electric Squid,Haddington Woods > Cobbs Creek > Philly > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/118245146/electric-squid,2.0,-1,Boulder,V1+,1,,39.96536,-75.25338,Sit-down start with a left hand jug and a right pinch in the center crack. Throw a heel and move up the arête.
412,412,Behind The Bank,Haddington Woods > Cobbs Creek > Philly > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/116754962/behind-the-bank,2.0,-1,Boulder,V2,1,,39.96536,-75.25338,Sit-down start with a left crimp and a right pinch on the arête. Tough move to the lip then mantle it out.
413,413,Project,Haddington Woods > Cobbs Creek > Philly > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/117300843/project,1.0,-1,Boulder,V4,1,,39.96536,-75.25338,SDS with the same finish as Surfer.
414,414,Project,Haddington Woods > Cobbs Creek > Philly > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/116754813/project,2.0,-1,Boulder,V5,1,,39.96536,-75.25338,Climb left along the slopey ledge to the left arête and top out.
415,415,Indian Creek Traverse,Indian Creek Boulder > Cobbs Creek > Philly > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/117133702/indian-creek-traverse,2.0,-1,Boulder,V0+,1,,39.97745,-75.26025,"SDS on the far left, traverse right avoiding the top lip then top out. This a pretty long climb and you could make it a V2 with some eliminations."
416,416,V Zorro,Picasso Wall > Quarry 1 > Cobbs Creek > Philly > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/117137504/v-zorro,1.0,-1,Boulder,V0,1,,39.97742,-75.25845,Start on the low shelf with smeary feet. Move up to the central jug and match at the top to finish.Beta Vid
417,417,Zorro Dyno,Picasso Wall > Quarry 1 > Cobbs Creek > Philly > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/117137684/zorro-dyno,1.0,-1,Boulder,V1,1,,39.97742,-75.25845,Start on the lower ledge and move up to the central jug. Dyno to the top. Left undercling and right end of ledge are off.
418,418,Junk Dunk,Dr. Strangelove > Quarry 1 > Cobbs Creek > Philly > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/117134081/junk-dunk,3.0,-1,Boulder,V2+,1,,39.97743,-75.2581,Start matched in a small pocket at the bottom right. Move left onto the arête with a flakey right jug. Move left past a mossy shelf to the second arête. Make a big move up to the rail along the protruding block. Traverse to the nose.The large shelf under the start and the wall to the right is off. The loose pointed block between the arêtes and the loose right side of the rail are also off.Beta Vid
419,419,Dr Strangelove,Dr. Strangelove > Quarry 1 > Cobbs Creek > Philly > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/117134044/dr-strangelove,3.0,-1,Boulder,V3+,1,,39.97743,-75.2581,Start matched in a small pocket at the bottom right. Move left onto the arête with a flakey right jug. Move left past a mossy shelf to the second arête. Make a big move up to the rail along the protruding block. Traverse to the nose and topout.Take a moment to do your best Slim Pickens.The large shelf under the start and the wall to the right is off. The loose pointed block between the arêtes and the loose right side of the rail are also off.
420,420,Blowhole,Beached Boulder > Cobbs Creek > Philly > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/117561317/blowhole,0.5,-1,Boulder,V0,1,,39.96518,-75.25129,"Start matched on the lowest rail on the left. Bump up to the lip, find a nice round pocket, and top out.There was a recent break on this problem so beware that some of the rock above the start may be loose."
421,421,Early 70S Gymnastics,Beached Boulder > Cobbs Creek > Philly > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/117295169/early-70s-gymnastics,2.0,-1,Boulder,V0+,1,,39.96518,-75.25129,Start on a nice left edge and the right arête. Move up to a tiny rail and small nubs. Reach back for a better hold and top out. Kinda strenuous. Beware the dab.Beta Vid
422,422,Unicorns In Paradise,Beached Boulder > Cobbs Creek > Philly > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/117295703/unicorns-in-paradise,3.0,-1,Boulder,V1,1,,39.96518,-75.25129,Start on good edges in the middle of the face with smeary feet. Triple bump to the top on the left. Throw a heel then reach for a sloper on the right. Top out.Beta Vid
423,423,Raining Blubber,Beached Boulder > Cobbs Creek > Philly > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/117553160/raining-blubber,3.0,-1,Boulder,V1+,1,,39.96518,-75.25129,"Start on a left sidepull and a right crimp in the face. Move up to slopers and top out with a crimpy gaston.Project: Start on the lowest section of the left sidepull and the right crimp in the face. The feet at this angle are rough, probably a V3."
424,424,Happy Birthday Arete,Quarantine Boulders > Cobbs Creek > Philly > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/119256664/happy-birthday-arete,1.0,-1,Boulder,V-easy,1,,39.96573,-75.25434,"Stand start with jugs, climb the short arête. A SDS seems possible but the small tree makes it pretty awkward.Beta Video"
425,425,Purell,Quarantine Boulders > Cobbs Creek > Philly > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/119256720/purell,1.0,-1,Boulder,V-easy,1,,39.96573,-75.25434,SDS on right side of overhang. Traverse left and top out.Beta Video
426,426,Anthony Slouchi,Quarantine Boulders > Cobbs Creek > Philly > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/120707523/anthony-slouchi,2.0,-1,Boulder,V0,1,,39.96573,-75.25434,Sit down start with sidepull crimps at waist height. Gain the lip and top out. The large pedestal out right is off.
427,427,Droplet,Quarantine Boulders > Cobbs Creek > Philly > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/119256551/droplet,2.0,-1,Boulder,V0+,1,,39.96573,-75.25434,SDS with left sidepull jug and right crimp. Make one big move to gain the lip and top out.Beta Video
428,428,Virulence,Quarantine Boulders > Cobbs Creek > Philly > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/119256622/virulence,2.0,-1,Boulder,V1,1,,39.96573,-75.25434,SDS with left sidepull jug and right crimp. Gain the lip and transverse right as far as possible before topping out. The two large pedestals at the base are off for feet.Beta Video
429,429,Social Distancing,Quarantine Boulders > Cobbs Creek > Philly > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/119256758/social-distancing,3.0,-1,Boulder,V1,1,,39.96573,-75.25434,Start matched on the far left end of the lip. Traverse right and top out around the corner.Beta Video
430,430,Chillin Out Vaxin,Quarantine Boulders > Cobbs Creek > Philly > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/120707585/chillin-out-vaxin,3.0,-1,Boulder,V3,1,,39.96573,-75.25434,Stand start on the far right of the lip with a right jug and a left sloper. Traverse left across the lip and around the corner. Top out same as Happy Birthday Arete.
431,431,The Direct,Wall Park Boulder > Philly > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/121980610/the-direct,2.0,-1,Boulder,V0,1,8.0,40.07778,-75.12878,The easiest/simplest climb on the boulder. Share a start with Pinchy and link into Crimps N Slots. Head straight up for the first ledge and topout.
432,432,Crimps N Slots,Wall Park Boulder > Philly > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/121980570/crimps-n-slots,2.0,-1,Boulder,V1,1,8.0,40.07778,-75.12878,"Traverse left through slots until arete and then make move straight up, topping out on the first ledge. (Not Marco Polo topout)"
433,433,Pinchy,Wall Park Boulder > Philly > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/121980603/pinchy,2.0,-1,Boulder,V2,1,10.0,40.07778,-75.12878,"Start the same as ""The Direct"", low and left, and make moves to a right handed pinch. The first ledge is OFF (""The Direct"" topout). Instead reach far for a crimp below the second ledge. Proceed to the top with other holds."
434,434,Marco Polo,Wall Park Boulder > Philly > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/121980618/marco-polo,3.0,-1,Boulder,V2,1,10.0,40.07778,-75.12878,"Probably has the nicest movement on the boulder. Move through cracks, sidepulls and slopers to the top."
435,435,High Tensions,Wall Park Boulder > Philly > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/121980640/high-tensions,3.0,-1,Boulder,V2,1,12.0,40.07778,-75.12878,"The tallest line on the boulder which gets a bit scary because you feel like you're over a rock. For the full value line, start on ""The Direct"" and traverse right into the start."
436,436,Rarete,Yorktown Plaza > Philly > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/121980755/rarete,3.0,-1,Boulder,V2,1,20.0,40.07917,-75.12684,Crux is early on again. The landing on this one isn't great with a big tree stump in the way. Spotter would be nice. Move onto the arete and maybe sneak a right heel hook on the start hold to move to better holds.
437,437,Cosi Dyno,Yorktown Plaza > Philly > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/121980738/cosi-dyno,4.0,-1,Boulder,V4,1,20.0,40.07917,-75.12684,"First move is crux. Dyno with bad feet to a good sloper. This move could be harder than V4 but once you stick it, the climb is just about over. Climb through one more reachy move after the dyno to jugs."
438,438,Mini Crack,Downingtown Boulders > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/108036047/mini-crack,1.3,-1,Boulder,V0-,1,7.0,39.9777,-75.6812,The problem is a fun warm up to do. It is a crack with some pretty chunky holds on it.
439,439,Belly Flop,Downingtown Boulders > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/108838659/belly-flop,1.0,-1,Boulder,V0,1,7.0,39.9777,-75.6812,Start on an undercling and side pull. Reach for the lip and top out.
440,440,Waterfall,Downingtown Boulders > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/108838688/waterfall,0.5,-1,Boulder,V0,1,7.0,39.9777,-75.6812,"You start with two wide underclings to get up onto the slab, which is the crux. Then climb the sob to the top"
441,441,Run Off,Downingtown Boulders > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/108838697/run-off,0.5,-1,Boulder,V0,1,8.0,39.9777,-75.6812,Sit start on a crimp and pocket and make a big move to a jug and top out.
442,442,After Hours,Downingtown Boulders > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/112919867/after-hours,1.0,-1,Boulder,V0-1,1,12.0,39.9777,-75.6812,"Sharp crimps and some flakes at the top, topout is the crux."
443,443,Business Time,Downingtown Boulders > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/108036032/business-time,1.5,-1,Boulder,V2,1,10.0,39.9777,-75.6812,"The start of the problem is on the lower right hand corner of the boulder. Then you traverse to where the boulder and the tree meet, then you top out."
444,444,Business Time Direct,Downingtown Boulders > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/108838582/business-time-direct,1.0,-1,Boulder,V3,1,12.0,39.9777,-75.6812,Start in the middle of the same boulder as Business Time on two crimps. Move up to a flake and traverse left to the same top out as Business Time.
445,445,Broken Heart,Ridley Creek Boulders > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/108959048/broken-heart,2.1,-1,Boulder,V0,1,6.0,39.94528,-75.42376,This problem is found on the main boulder on the right side. The side resembles a heart. It is a simple crack problem. Its a short crack climb that starts with right foot out on a small rock in the ground and then a wide left foot on the base of the main boulder. Start with hands in the crack then cross hands up further on the crack and then bring right foot over to left foot and back flag the left. Move up the crack crossing hands and then pull up on top of boulder to top out.
446,446,Ridleys Oyster Shell,Ridley Creek Boulders > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/109073936/ridleys-oyster-shell,2.0,-1,Boulder,V0-1,1,7.0,39.94528,-75.42376,Start with a hang start with feet on small rock under the first ledge. Cross left hand to small crimp swing out to grab a crimp on the other side of the ledge with right hand. While hanging throw a heel hook with right foot while flagging with left. Crank up and grab the point of the second ledge. Step up and top out.
447,447,Ridleys Gap,Ridley Creek Boulders > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/108959788/ridleys-gap,2.0,-1,Boulder,V0-1,1,10.0,39.94528,-75.42376,This problem starts with two feet on a smaller rock and two hands low on the first part of the boulder. Cross with your right hand further up on the same part you started on and then match hands. Throw a heel hook with your left foot to the edge. Put your right foot up onto the second part of the boulder and push up to grab with your right hand to the top part of the second part of the boulder and match hands. Then work your way up to the top using the edge of the boulder for feet. Top out.
448,448,Two Humps,Ridley Creek Boulders > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/109073916/two-humps,2.5,-1,Boulder,V0-1,1,6.0,39.94528,-75.42376,Its a shorter problem if you have a crash pad bring it!
449,449,Typical Birds Boro,Warm up boulder > Hay Creek Boulders > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/111605962/typical-birds-boro,1.5,-1,Boulder,V-easy,1,21.0,40.23926,-75.83344,Climb the slab face next to the roof on the left.
450,450,Easy Street,Warm up boulder > Hay Creek Boulders > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/111605978/easy-street,1.0,-1,Boulder,V-easy,1,12.0,40.23926,-75.83344,Climb the slab face. watch for loose pebbles.
451,451,Crack Ladder,Warm up boulder > Hay Creek Boulders > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/111605755/crack-ladder,1.5,-1,Boulder,V-easy,1,12.0,40.23926,-75.83344,stem your way up the crack in corner.
452,452,Stupid White Man,Warm up boulder > Hay Creek Boulders > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/111606018/stupid-white-man,2.0,-1,Boulder,V0-,1,10.0,40.23926,-75.83344,Step out on the ledge and climb the face
453,453,No Name,Warm up boulder > Hay Creek Boulders > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/111606034/no-name,2.0,-1,Boulder,V0,1,11.0,40.23926,-75.83344,Start on the corner and make your way up  on the left side of the face
454,454,Ren And Stimpy,Warm up boulder > Hay Creek Boulders > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/111606044/ren-and-stimpy,2.0,-1,Boulder,V0,1,10.0,40.23926,-75.83344,Climb the arête.
455,455,Muddy Mud Skipper,Warm up boulder > Hay Creek Boulders > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/111606055/muddy-mud-skipper,2.0,-1,Boulder,V0,1,10.0,40.23926,-75.83344,Climb the crack
456,456,One Pump Chump,Warm up boulder > Hay Creek Boulders > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/111605950/one-pump-chump,2.0,-1,Boulder,V1,1,12.0,40.23926,-75.83344,crux is the start. climb up into the roof. pull roof on right side of the arête and finish up the slab.
457,457,Thundercat,Warm up boulder > Hay Creek Boulders > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/111605927/thundercat,4.0,-1,Boulder,V3,1,12.0,40.23926,-75.83344,Climb the left side of the face on the arête.
458,458,Half Pump Hump,Solo Boulder > Hay Creek Boulders > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/111606077/half-pump-hump,3.0,-1,Boulder,V0,1,10.0,40.2393,-75.83341,Start with your feet under the lower roof with your hand on the first good hold. work your way up the face and mantel on the rock above
459,459,Turkey Hill Hot Dog,Lower Boulder > Hay Creek Boulders > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/111609259/turkey-hill-hot-dog,2.0,-1,Boulder,V2-3,1,9.0,40.23908,-75.83403,start low on the slab move up and left over the roof to a hard mantel
460,460,Workin Man,The Gem > Hay Creek Boulders > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/111617256/workin-man,3.0,-1,Boulder,V4,1,10.0,40.23927,-75.83387,Start with your hands on the dish in the lower middle of the boulder and climb left working your way to the point at the end of the boulder. a fun sustained problem with great moves. the crux is where ever your anaerobic respiration kicks in.
461,461,Overtime,The Gem > Hay Creek Boulders > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/118760251/overtime,2.0,-1,Boulder,V5-,1,8.0,40.23927,-75.83387,"FA: kyle stromanThis is the sit variation of working man, it adds an additional 3 moves. Start on two crimps a few feet right of the dish and throw a heel hook, cross right hand over to another crimp. Reach left hand out for the dish and lock in your core to match. Finish the rest of the boulder as you would for working man.You could start even further to the right if you want, but starting here prevents the annoying butt dab."
462,462,Crack Head,Cobra rock > Hay Creek Boulders > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/111617300/crack-head,2.0,-1,Boulder,V1,1,7.0,40.23928,-75.83405,Start on the right side of the rock with an under cling reach for the crack. Crux is the first move into the crack
463,463,The Talking Snake,Cobra rock > Hay Creek Boulders > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/111617401/the-talking-snake,2.0,-1,Boulder,V2,1,8.0,40.23928,-75.83405,Start in the crack on the left side and traverse right and mantle on the right side of the rock.
464,464,Cobra Strike,Cobra rock > Hay Creek Boulders > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/111617380/cobra-strike,2.0,-1,Boulder,V3,1,6.0,40.23928,-75.83405,"Start on the cobra hood with a compression hold, and move straight up. Rock on the left is off."
465,465,2 Beers Deep,High Ball Boulder > Hay Creek Boulders > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/111617448/2-beers-deep,2.0,-1,Boulder,V2,1,20.0,40.23931,-75.83504,Start on the right side of the south face of the boulder. make a few moves then make a small traverse left and continue straight up the boulder.
466,466,Dirty Fingers,Chester Valley Trail Outcrop > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/112888803/dirty-fingers,0.5,-1,Boulder,V0,1,12.0,40.0494,-75.53448,"Start with a right hand undercling and obvious right foot, left hand in undercling in the crack. Work up the flake to your left, move right then top out."
467,467,Dirty Old Crack Rock,Chester Valley Trail Outcrop > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/112888827/dirty-old-crack-rock,1.0,-1,Boulder,V0-1,1,12.0,40.0494,-75.53448,Lots of ways to go about this one. Sit start under the fat crack and work your way up. Its wide enugh to be hand jammed but featured enough that it really isn't necessary.
468,468,Finger Hand Fist,The Bunker > Saint Peter's Village > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/116489974/finger-hand-fist,1.0,-1,Boulder,V0-1 PG13,1,10.0,40.1762,-75.73542,"Start on good but small hands on the ledge below the crack, left foot smear and right foot on a small edge. Use the flaring crack to work hands up and then feet. This is a good problem for someone looking to get practice with different crack sizes. Although the crack is short if so inclined you could get 6-7 jams in before topping out (I did it in 3, a finger, hand, and fist jam)"
469,469,Run Train,The Bunker > Saint Peter's Village > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/116489918/run-train,2.0,-1,Boulder,V2,1,12.0,40.1762,-75.73542,Start with feet on large angling boulder on the right end of the cave and hands on underclings of the top boulder. Work feet up the bottom and hands up the top until you can bump out left and let feet loose. Get a heel hook on the lip and make a scary mantle then scramble the slabby featured face to top out.
470,470,Whoever Killed That Tree Your Moms A Hoe,The Bunker > Saint Peter's Village > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/116490062/whoever-killed-that-tree-your-moms-a-hoe,2.0,-1,Boulder,V2-3,1,8.0,40.1762,-75.73542,"Start low and let on the end of the crescent shaped crack on incut small holds, feet on the base of boulder on good feet. Bump hands right along shallow crack (watch out for the corpse of the baby tree growing in the crack) and adjust feet on base. Either follow thinning fingertip sidepulls up the crack and an arduous high right foot to top out, or get yourself set on a good right hand and lunge up with the left for a sloper, heel hook and top out. Both ways are difficult, maybe v3. Please be careful to not lay your pad in such a way that you will stress the small tree at the back of the landing."
471,471,Clearcoat Left,Clearcoat Face > Whittaker Trail Head Memorial Park > East Branch Brandywine Creek > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/113047226/clearcoat-left,1.0,-1,Boulder,V0-,1,12.0,40.0355,-75.7086,Climb up the left side of the clearoat face. Big chunky holds lead to a sloped topout. Topout probably the crux.
472,472,Commitment Issues,Clearcoat Face > Whittaker Trail Head Memorial Park > East Branch Brandywine Creek > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/115683091/commitment-issues,2.0,-1,Boulder,V1 PG13,1,14.0,40.0355,-75.7086,"Stand start with a hand on a big crimp/edge and one on the separated but still solid small block in the seam.  Work up on good feet and hands to a juggy edge shrouded in ferns: this is the commitment point. Work some slightly high feet up (you better trust them) and make a reachy move up over the next block to another juggy edge, and then repeat that sequence to the final jutting out edge. Walk off the slabby topout of clearcoat face to the left. Careful, that topout slab is more slippery than it looks."
473,473,Trout Erection,Clearcoat Face > Whittaker Trail Head Memorial Park > East Branch Brandywine Creek > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/116982762/trout-erection,1.0,-1,Boulder,V1+,1,10.0,40.0355,-75.7086,"Contrived sit start that shares a finish with ""Clearcoat Arete"". Start with hands on large triangular ledge and high feet. Work up and left on small but mostly positive edges and top out near the arete."
474,474,Clearcoat Direct,Clearcoat Face > Whittaker Trail Head Memorial Park > East Branch Brandywine Creek > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/113047239/clearcoat-direct,1.0,-1,Boulder,V2 PG13,1,12.0,40.0355,-75.7086,"Tiny negative holds until you hit the crack, and then they're still tiny. Be careful as you tend to lean right near the top and a fall could be very very bad if not protected right."
475,475,Clearcoat Arete,Clearcoat Face > Whittaker Trail Head Memorial Park > East Branch Brandywine Creek > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/113047309/clearcoat-arete,2.5,-1,Boulder,V3,1,12.0,40.0355,-75.7086,"The best climbing in the clearcoat area, but by far the worst landing. Start with hands in chunky opening on the left face. Swing/slap up to an edge around the right side of the face. Heel hook wide right to allow you to pinch the polished arete and then bump your right hand to a bad 2 finger uncut edge. Open those hips and get a high foot to stand up."
476,476,Clearcoat Cut,Clearcoat Face > Whittaker Trail Head Memorial Park > East Branch Brandywine Creek > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/118927996/clearcoat-cut,2.0,-1,Boulder,V4 PG13,1,12.0,40.0355,-75.7086,"Start matched on the large ledge that is the left hand start of Clearcoat Arete. Keep to the right of the crack. Do 3 or 4 small moves up small negative crimps and gun it for the top. Top move is scary, and may be harder for smaller climbers."
477,477,Peace Out,Peace Pipe > Whittaker Trail Head Memorial Park > East Branch Brandywine Creek > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/113047406/peace-out,2.0,-1,Boulder,V0,1,15.0,40.03558,-75.70886,"Sit start low with hands matched on the obvious rail, pull up and get the right hand in the undercling, then match (I've tried many many times but it only goes if you match). Bump both hands up to the flake, and then campus or traverse left. topout where the ledge ends."
478,478,Peace Out Direct,Peace Pipe > Whittaker Trail Head Memorial Park > East Branch Brandywine Creek > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/115677143/peace-out-direct,1.0,-1,Boulder,V1,1,7.0,40.03558,-75.70886,"Same Start as peace pipe, but mantel directly up over the top. The mantel move is on good holds however the ledge that you exit onto is small (about a foot and a half wide) and typically overgrown with ferns if not recently cleaned off. Would be an unpleasant fall if not committed to the move completely."
479,479,Bring Your Protection,Protection Face > Whittaker Trail Head Memorial Park > East Branch Brandywine Creek > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/113047459/bring-your-protection,3.0,-1,Boulder,V1+,1,15.0,40.03565,-75.70896,Sit start with your hands on the big flake and your feet in the crack. Move to the obvious side pull and then match on the rail above it. The rest is pretty much all small rough crimps until you get to the big edge just below the top. The crux is getting your left hand in up into a tiny negative crack thing without peeling off the wall. very fun problem once you work that out.
480,480,Boogie Man,Protection Face > Whittaker Trail Head Memorial Park > East Branch Brandywine Creek > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/113047478/boogie-man,3.0,-1,Boulder,V1+,1,20.0,40.03565,-75.70896,"Just an extension to heebee jeebees starting out to the left. Really no harder, just a little more pump."
